date,comment
2026-04-10T03:50:17Z,simm mas sofremos tantokkkk
2026-02-25T19:43:14Z,problema mental trair mulher linda de esse
2026-02-24T05:40:08Z,amo esse menina apaixonar tristir que odio hahahaha comheci menino que chamar chico moedas ela que elogio deixar ele
2026-02-22T15:56:02Z,homem escrever sobre seu experiência amoroso mulher vira emocionar caso ele
2026-02-22T04:44:50Z,parar reparar bom que algum cena de esse clipe de o clipe carnificina quando começar show com música carnificina clipe passar em o telão várias cena que aparecer parecer mesmo de esse clipe agora
2026-02-21T20:02:46Z,não enter esse modo português estranho
2026-02-20T03:08:51Z,amei
2026-02-19T23:36:56Z,chico borrou.
2026-02-19T05:48:57Z,lançar versão acaso quiser em o youtube em o spotify amo esse música mas nao consigo ouvir ela com nome de esse sem noção
2026-02-15T11:52:06Z,ela musica que fiz mangá meu trabalho de o mestrado
2026-02-14T06:34:36Z,doideira
2026-02-13T18:37:56Z,não consigar superar esse música aii luisaaaa
2026-02-11T04:50:36Z,linda canção luisa amo
2026-02-08T20:15:23Z,inimaginável maravilhoso
2026-02-08T06:02:52Z,linda
2026-02-08T00:59:45Z,repartiu amor com outro
2026-02-07T15:03:20Z,amo esse música
2026-02-05T17:55:31Z,esse musica mostrar que tal chico livrar bom misericórdio
2026-02-05T00:39:16Z,acaso quiser
2026-02-04T15:04:20Z,kkkkkkkkkkkkkk valeu chico
2026-02-03T21:44:18Z,poderia regravar tirar nome de esse chico
2026-02-22T01:25:58Z,de o jeito que ela rodar que regravar mil vez
2026-02-03T19:22:50Z,voltar aqui 2026 esse arte música leve luisa lindar
2026-02-03T05:16:48Z,tsjs
2026-02-03T00:47:14Z,música tão lindo pena história acabar como acabar
2026-01-31T13:55:34Z,ontem ela arrasar em o planeta atlântico show
2026-01-31T10:03:23Z,que pena que ela que colocar nome de ele em o música não colocar nome namorado música ela não colocar nome de ele esquecer que esse música para ele que droga música tão bom
2026-01-30T16:02:58Z,debato política tomo teu partido
2026-01-27T07:34:35Z,vim depois de ela em o alta hora ela dever namorar com outro chico
2026-01-26T21:53:54Z,luisa muito linda pqp
2026-01-26T16:30:50Z,chico bundão mas música obra arte
2026-01-25T04:29:20Z,parecer que ela esse música para chico buarque holanda não brincar ele mirar em o coelho mais acertar em o buarque holanda
2026-01-25T03:27:31Z,escutar esse pensar em o chico buarque
2026-01-24T04:23:56Z,voz mais linda
2026-01-23T15:33:00Z,folia arriscar em o amor apostar em o incerteza pular onde novo meu amor diziam que esse moda passar que monogamia papo doido mas honra cafonar esse povo pinto disfarçar rebusco palavra encantar invento moda bossa novo meu futuro em o rio hmm-mm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar chico quiser debato política tomo teu partido repartir amor que repartar comigo hmm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar pois chico quiser debato política tomo teu partido repartir amor que repartar comigo comigo
2026-01-23T11:26:47Z,melodia em o início de esse música lembrar papel machê de o joão bosco
2026-01-22T19:43:05Z,puxa ele até surpreender saiu-se bem em o bossa novo
2026-01-22T02:58:42Z,esse música lindo
2026-01-21T23:46:56Z,nossa não curtir aquele música bater bundo que ela cantar depois escutar esse música que voz de ele perfeito esse tipo ritmo
2026-01-18T13:18:32Z,ela melhorar aquele versão anitta não combinar com ele
2026-01-18T02:25:41Z,esse doi
2026-01-17T13:50:30Z,não enter por que que esse garota não cantar voz de ela maravilhosa
2026-01-17T13:37:54Z,desafio qualquer artista novo conseguir música tão bom quanto esse
2026-01-17T01:49:17Z,apaixonar por o esse canção escuto tanto que não enjôo linda luisa
2026-01-16T23:53:00Z,gostei de o letra melodia perfeito
2026-01-16T16:14:36Z,esse música tipo jóia raro bossa nova de o próprio luisa importante sim não ligar esse pessoa não luisa não nem que sentir
2026-01-14T01:50:03Z,esse dedico alguém
2026-01-13T15:42:12Z,sor repartir amor que repartar comigo
2026-01-11T21:52:17Z,esse música muito injustiçado fora de o repercussão que voz de ela linda diferenciar de o música atual válido novo versão com outro letra ressignificar esse canção
2026-01-11T20:45:48Z,cantar demais amo
2026-01-11T18:16:16Z,2026 vir bossa sempre novo que orgulhar
2026-01-11T22:16:00Z,morria não de o romance de o música
2026-01-11T01:15:35Z,dedico esse música meu calopsita cujo nome chico humano não recomendar também não dedico música nenhum meu chico amar demais gratar por compartilhar vida com ele meu nego nego
2026-01-10T23:35:19Z,alguém 2026
2026-01-10T17:28:53Z,luiza linda maravilhosa fenomenal incrível
2026-01-10T04:32:36Z,mas honra cafona esse povo
2026-01-09T17:35:49Z,amo luísa demais
2026-01-09T09:38:18Z,coincidentemente 9/01/2026
2026-01-09T02:34:21Z,esse música lindo
2026-01-08T21:08:29Z,alguém aqui 2026 música lindo infelizmente chico
2026-01-23T15:00:21Z,ela dever tirar esse palavra chico música ainda mais lindo
2026-02-04T14:10:47Z,mandar meu amigo francês ouvir esse música ele não entender nada contar história ele ele disse= esperar que você não chico
2026-03-15T20:02:19Z,mas exatamente loucura amor que nós trazer música tão profundo como esse esse música tocar alma de o gente.e viver emocionado louco
2026-04-19T00:27:17Z,chamo chico nao ouvir nome chico em o música não chamar meu atenção apaixoneir
2026-06-04T18:36:28Z,passar ano ele nem lembrar de esse imbuste com príncipe
2026-01-08T21:06:26Z,alguém 09/01/2025
2026-01-10T15:17:42Z,10/01
2026-01-07T20:22:08Z,alexsandro mcnetal
2026-01-07T19:53:08Z,alguém 2026
2026-01-07T00:37:25Z,2026
2026-01-05T16:16:57Z,conheci chico ano meio atrás ameir muito até que dia ele com outro deixar assim meu coração pedaço
2026-01-05T02:56:41Z,adorar
2026-01-03T23:14:49Z,engraçar como luísa criar esse música chico dps ladeirar baixo prova que trecho bar de o cachaça nosso lar previr que em o verdade esse bar lugar traição
2026-01-03T17:40:01Z,luza
2026-01-01T19:14:06Z,primeira vez escutar aqui musicar muito bom nao mas qualidade musical bom
2025-12-31T14:54:47Z,alguém em o último dia de o ano 2025
2026-01-01T15:34:46Z,primeiro dia 2026
2025-12-31T14:54:40Z,yara camburiu golfao amoooooooo
2025-12-30T13:21:07Z,amo esse som
2025-12-28T07:06:05Z,que belíssimo música parabens luisa sonza esse de o tipo que jamais esquecir classico de o mpb
2025-12-30T09:51:29Z,mpb bossa novo
2025-12-30T12:41:29Z,​@lilysantos5859 mpb algum outro estilo junto bossa nova mas sem dúvida tambem bossa nova
2025-12-30T14:38:34Z,​@angela76854dizer que diferença mas sinceramente não diferenciar
2025-12-26T00:08:07Z,alguém ouvir pleno natal
2025-12-23T13:13:35Z,chico seu vacilãooooo
2025-12-22T17:48:25Z,tar aquele cara encontro
2025-12-21T21:06:58Z,prefiro luísa friezar bem longe
2025-12-21T13:23:17Z,esse música tão lindar pena que envelhecer como leite
2025-12-20T21:47:59Z,música linda totalmente agradável
2025-12-19T15:39:17Z,meu deus isso perfeito
2025-12-18T20:07:39Z,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk chico moedas
2025-12-18T17:40:01Z,novo com que
2025-12-18T01:36:06Z,caraca muito.foda ela priorizar esse lado artístico
2025-12-17T13:35:45Z,melodia linda hoje tão difícil música bom
2025-12-15T18:50:43Z,passando risada kkkkkk
2025-12-14T05:23:28Z,recentemente fiz mesmo que ela gravei música meu em o fim descobrir que ele ainda mantir relação com de ele ele devastar em o fim postar música de ele depois de o termino breve gravar superação
2025-12-13T18:16:41Z,poema
2025-12-13T03:58:05Z,esse música foda
2025-12-12T00:32:24Z,folia arriscar em o amor apostar em o incerteza pular onde novo meu amor diziam que esse moda passar que monogamia papo doido mas honra cafonar esse povo pinto disfarçar rebusco palavra encantar invento moda bossa novo meu futuro em o rio hmm-mm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar chico quiser debato política tomo teu partido repartir amor que repartar comigo hmm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar pois chico quiser debato política tomo teu partido repartir amor que repartar comigo comigo
2025-12-11T21:13:16Z,tenteeei
2025-12-11T16:41:57Z,pensar que logo em o começo que namorei narcicista esse música sair logo após ela dediquei ele kkkkkkkkkkkkkk antes de ela trair com toda bom ingênua graças deus livrar mas esse música lindar demais não de ela mas ela apostar algo que não certeza porém ela amostrar em o letra de o música parte de ele mais inocente simplesmente amo esse música tbm deixo abrir para homem que amar tbm
2025-12-11T03:09:46Z,chico mais de o sentimento de o luísa de o que tal chico luísa você canetar demais meu bem você incrível
2025-12-10T03:46:03Z,kkkkkkkkkkkkkkkkk meme possível
2025-12-10T00:45:55Z,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
2025-12-08T21:19:02Z,que dor de o amor terrível
2025-12-07T01:22:17Z,tifanny saudade você
2025-12-07T00:48:03Z,maravilhosa voz música linda
2025-12-06T21:30:21Z,pena que moral esse macho paiá
2025-12-05T22:55:27Z,chico perder
2025-12-05T15:19:26Z,muito bem por o música investimento bitcoim
2025-12-04T01:05:35Z,ganhou mais meu linda flor
2025-12-03T11:34:36Z,que foda chico musica linda caralho dinheiro luisa alegrio em o
2025-12-16T04:19:20Z,arrasou em o palavra
2026-02-22T01:27:32Z,muito alegria chico partir coração de esse r@c1$t@ mas que ela nem coração
2025-12-01T01:35:04Z,lindaaaa
2025-12-01T00:57:40Z,linda parabéns deus abençoe sempre acreditar em o amor
2025-11-30T21:31:41Z,lir esse música
2025-11-30T17:36:33Z,esse menina nascer para para mpb linda voz em esse música
2025-11-28T02:21:48Z,fico tao triste por esse obra arte virar certo forma meme entre pessoa vazio fico tao triste mais ainda ela visão claro quanto nosso sociedade não mais amar esse música lindo para traidor que hoje dia ganhar dinheiro piada sobre traição
2025-11-28T00:07:19Z,amoar
2025-11-26T03:56:28Z,tentar
2025-11-18T21:41:33Z,meu amor
2025-11-17T01:24:03Z,não gostar de o tipo música de esse artista mas esse canção muito linda música verdade parabéns
2025-11-19T17:14:40Z,olho castanho que lindissima tbm
2025-11-16T01:35:27Z,saudades de esse princenca que cantar nois mulher
2025-11-13T22:57:22Z,toca tudo
2025-11-13T22:57:04Z,top ameir
2025-11-12T17:35:06Z,francisco assis posso ninguém não atribular kkkkkk
2025-11-12T17:34:26Z,trocar cabelo deus livre meu cabelo natural bem cheio todo cacheado volumoso quando prancha rssss adorooooo
2025-11-12T17:32:30Z,querooo pintar meu cabelo loroooooo comprar piruca kkkkkkk viver não gostar cabelo falso trocar
2025-11-12T17:31:44Z,minha jaqueta que que acontecer sentir neutralizar esperar não ninguém perto socoroooooo
2025-11-12T14:46:23Z,mamãepato
2025-11-11T19:54:51Z,alguém 2025
2025-11-11T02:50:59Z,like thi
2025-11-10T20:57:51Z,ainda bem que nome chico kkkk meio coringar
2025-11-08T23:40:00Z,esse chico muito sortudo ganha música de esse ainda ganhar ele em o sortudo chico bela canção quem houvir 2025
2025-11-08T20:29:10Z,chico
2025-11-08T14:10:11Z,julgar quem nunca emocionar em o final todo luísa sonza
2025-11-06T21:36:42Z,maravilhosa
2025-11-04T20:36:34Z,nossa não acreditar que ouvir esse doce música por o primeira vez hoje story vir pesquisar
2025-11-21T00:45:42Z,esse música história tão triste em o época que ela gravar dedicar canção para namorado chico moeda menos mês ela descobrir que ele trair ele em o banheiro bar
2025-11-21T00:46:32Z,povo risada de o acontecer mas algo sério que mexeu com psicológico de ela
2025-11-04T19:42:11Z,kkkkkkkkk cada bizarro quem meu sobre tudo furtado esse de o foto vermelha verdr amooo esse sobre tudo estava rasgado tao toibando todas minhas roupas que comorei ate bazar amo esse sobre tudo quem furtou entregue nao vai morre
2025-11-04T04:02:14Z,cada palavra que ela pronunciar entender
2025-11-04T02:00:29Z,tentar não mlk com tentar
2025-11-04T00:08:05Z,gostei muitoooooooo 🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫁🫁🫁🫁
2025-11-04T00:03:13Z,gostei musica 🫀🫁🫁🫁🫁🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀🫀
2025-10-30T01:15:34Z,sdds de esse luisa
2025-10-30T22:26:46Z,ameir esse gênero musical acreditar que pessoa que ela oferecer esse música não que ele gravar mais bossa nova traição traumatizar ele
2025-10-29T18:36:00Z,alguém meu jaqueta dourar
2025-10-29T18:35:42Z,cadê morte tua vitória
2025-10-29T18:35:25Z,126
2025-10-29T11:36:45Z,parecer que pessoa gsotar mais quando terminar de o que quando certo casal ambos dever merda todo hora de isso onde que ano mesmo que acontecer comigo depois relaçao ano vir separação ate hoje vir de isso sempre respor isso faz anos nao temr menor sentido disso hoje
2025-10-29T01:52:30Z,tenteeeeei
2025-11-05T22:46:26Z,lakakakakakaakkakaskksks brinca muiito
2025-10-25T17:44:41Z,esse música lindo
2025-10-29T08:51:28Z,tentar esquecer música por o ocorrer mas impossível
2025-10-22T16:49:18Z,letra folia arriscar em o amor apostar em o incerteza pular onde novo meu amor diziam que esse moda passar que monogamia papo doido mas honra cafonar esse povo pinto disfarçar rebusco palavra encantar invento moda bossa novo meu futuro em o rio hmm-mm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar chico quiser debato política tomo teu partido repartir amor que repartar comigo hmm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar pois chico quiser debato política tomo teu partido repartir amor que repartar comigo comigo
2025-10-19T22:30:51Z,0:52 assistar em o ela covinha que em o celular não
2025-10-29T08:52:43Z,em o foto que ela pôr mais perceptível
2025-10-18T15:05:08Z,tome chico
2025-10-17T17:42:47Z,2:45
2025-10-14T14:27:32Z,outubro 2025 esperar por vanessa
2025-10-12T15:49:49Z,mais belo música de o atualidade não importar treta de o chico música perfeito
2025-10-11T14:55:25Z,música linda para dedicar a o filho
2025-10-08T22:18:52Z,letra de o música folia arriscar em o amor apostar em o incerteza pular onde novo meu amor diziam que esse moda passar que monogamia papo doido mas honra cafonar esse povo pinto disfarçar rebusco palavra encantar invento moda bossa novo meu futuro em o rio hmm-mm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar chico quiser debato política tomo teu partido repartir amor que repartar comigo hmm chico quiser sou de esse mulher apaixonar seu fumaça bar de o cachaça nosso lar pois chico quiser debato política tomo teu partido repartir amor que repartar comigo comigo
2025-10-06T18:36:01Z,independente cara música linda muito brasileiro
2025-10-06T01:19:29Z,luísa mais música em esse pegado que bom rsrs seu voz linda
2025-10-04T05:43:06Z,amo
2025-10-01T21:33:11Z,01.10.2025 aqui novo
2025-10-01T20:03:46Z,colheu que plantar
2025-10-29T08:53:30Z,ainda com esse papo
2025-10-01T04:15:26Z,esse música ainda em o meu coração
2025-09-30T15:06:34Z,quem mais ouvir 2025
2025-10-02T21:06:27Z,02/10
2025-10-29T08:53:40Z,aqui
2025-09-29T23:21:58Z,mae
2025-09-28T11:54:45Z,conclusão vale muito mais de o que ele
2025-09-28T03:13:54Z,maravilhoso
2025-09-28T00:02:46Z,clássico de aqui algum ano quem ouvir indentificar mesmo que não emocionar tds momento de o vida mas algum esse música atual
2025-09-25T15:57:54Z,não de o sonza nem longe mas esse de o música mais lindo que ouvir melodia perfeito voz calmo serena tudo perfeito
2025-09-27T09:51:39Z,lembra muito música de o caetano veloso
2025-11-12T21:49:46Z,arthur-j5h5zmas essevm estilo que ele cantar não bossa novo próprio caetano que
2025-09-24T17:59:41Z,ele sensacional
2025-09-21T03:31:38Z,carar sinceramente esse música obra arte merecer muito reconhecimento independente de o contexto atual
2025-09-21T13:56:45Z,verdade
2025-09-27T22:11:33Z,cópia de o música de o gal
2025-09-29T11:20:49Z,copiar letra de o gal costa melodia and love you mudar arranjo botar nome de o luísa em o trabalho escola
2025-10-04T04:32:37Z,sim
2025-09-20T23:00:51Z,que voz lindo parabéns luísa
2025-09-20T19:02:08Z,mais alguém chico
2025-09-27T09:52:34Z,graças deus não
2025-09-19T13:28:06Z,alguem 2025
2025-10-02T21:06:57Z,02/10
2025-12-10T07:03:47Z,ainda
2025-09-17T20:26:57Z,voz de ele perfeito esse musica que mulher maravilhoso dia ainda conhecer ele
2025-09-15T01:32:21Z,seu música linr igual você você encantadora
2025-09-15T01:30:43Z,alguém 2025
2025-09-14T10:25:01Z,chico macaco cara boco
2026-02-22T01:29:28Z,menos cancelável de o luísa tonta
2025-09-13T21:48:18Z,tiro chapéu para voz letra parabéns
2025-09-13T21:23:50Z,porra entendi não vida seguir
2025-09-12T19:50:39Z,aaah esse música valer pena luisa
2025-09-11T22:18:58Z,tenteiiii
2025-09-11T18:05:54Z,esse moça gostar de esse rapaz verdade
2025-09-11T01:56:29Z,não mais homem como antigamente gata de esse canção casar em o mesmo dia
2025-09-08T03:57:56Z,2025 alguém
2025-09-05T01:47:44Z,lembrar meu
2025-09-04T19:59:05Z,chico quere vario
2025-09-03T15:47:57Z,música maravilhosa mas gosto mais de o luiza piranho
2025-08-31T14:39:21Z,chico reparta comigo turel
2025-08-31T07:01:42Z,mas chico burro aqui esse mulher maravilhoso
2025-08-30T12:31:22Z,nossa que lindar chico vacilar hein
2025-08-29T02:26:08Z,ainda bem que ela não colocar outro pessoa em o vídeo clipe
2025-09-01T18:16:12Z,ainda bem que esse musica existir
2025-08-26T19:19:07Z,perdoo escutar esse música entender pouco mais quem você esse música curar meu alma quem entender de esse que esse música revitalizo cura qualquer dor amor cura escutar esse música sentir que viver meu vida errar
2025-08-26T08:55:14Z,ela dever seguir em esse linha música lindo
2025-08-25T21:23:41Z,ohhhh luisa que música lindo interpretação magnífico gostar muito bjs
2025-08-21T15:00:56Z,esa musica nao deixar perfeita apesar de o historia ocorrer umas de o mais linda que existir quem sair perder ele best@
2025-08-25T23:08:15Z,esa musica nao deixar perfeita apesar de o historia ocorrer umas de o mais linda que existir quem sair perder ele best@
2025-08-19T16:13:08Z,chico herói
2025-08-18T15:05:03Z,vim por o chico kkkkkk
2025-08-17T22:16:44Z,que bombar
2025-08-17T14:24:03Z,bom música de o luísa linda demais
2025-08-25T23:08:45Z,concordo esse música de o luísa incrível vem chance meu música em o meu canal que você amar
2025-08-16T17:30:11Z,como que desgraçar que cantar esse música para dormir deixar
2025-11-09T04:31:47Z,foda kkkkkk mulher esquisitar demais mudar plano de o noite dia negócio nunca criar expectativa mesmo namorar que com pensamento que dia vazar
2025-11-17T01:19:49Z,novo-nt2xi sim mano verdade
2025-11-17T02:54:19Z,@vitorcezar5298 manter contatinho mesmo namorar não importar quando pessoa decidir mudar plano outro que pensar em o primeiro quando elas decidir escolher outro pessoa ele pensar em elas hora isso acontecer bom que foda demais descubro muito rápido vazar logo passo em o cara que com outro não sair como coitadinho de o história kkkkkkkk
2025-08-16T14:22:17Z,chico nao quereste quem perder chico
2025-08-16T05:22:57Z,totalmente surpreendente nunca pensar que dir mas perfeito entrar meu história
2025-08-15T20:46:01Z,esse lance partido ela molhar dedo nao fio terra
2025-08-15T10:59:46Z,clássico de o mpb pleno 2025
2025-08-14T20:44:55Z,top
2025-08-14T02:07:24Z,chico
2025-08-13T15:58:34Z,corna kkkkkkr
2025-08-12T20:04:47Z,moedas foda kkkkkkk
2025-08-12T15:04:44Z,grande compositora de o nosso novo
2025-08-25T23:09:40Z,luísa ícone mesmo vem conhecer meu composição em o meu canal muito som novo curtir
2025-08-11T11:24:55Z,bom dia com música de o bom cantora
2025-08-11T03:43:49Z,que música lindo
2025-08-25T23:10:07Z,esse música puro amor vem conferir minha em o meu canal que gostar
2025-08-08T18:48:38Z,amo esse música
2025-08-08T01:20:42Z,kkkkkkkkkkk
2025-08-08T01:06:48Z,brisola quando bom novinha nunca esquecer inclusive luisa sonzar não esquecer furada chico
2025-08-06T13:20:28Z,amo
2025-08-05T01:52:11Z,amo esse música
2025-08-04T05:46:05Z,não lugar nenhum explicar mas ele refrão em o parte que quiser de esse mulher inspirar em o música folhetim de o chico buarque
2025-08-04T23:59:16Z,simmr
2025-08-03T14:55:32Z,fico pensar atual de ela ouvir ela cantar música que ela
2025-08-02T19:16:42Z,indescritível tão lir união de esse dois voz
2025-08-02T16:46:35Z,esse música muito linda mesmo chico errar
2025-08-02T07:37:27Z,cantei coloquei esse música ele que ele não entender nada não entender que música expressar sentimento mais puro humano
2025-08-01T15:39:11Z,nosso música linnnnda
2025-07-31T16:49:00Z,música ruinha por isso ganhar gaia
2025-07-30T01:07:16Z,amo esse música vibe bossa nova conquistar meu coração toda vez que escuto
2025-07-27T21:41:51Z,linda canção
2025-07-27T18:13:03Z,tentei
2025-07-26T14:10:52Z,pelo menos ele não em o clip
2025-07-26T01:53:42Z,luiza com este música muito chico de o mundo companheiro com mesmo sintonia político nossa nós bar com amigo tudo
