date,comment
2025-02-23T05:31:26Z,lula sempre nosso presidente lula sempre bom para todo nós brasileiro orgulho brasileiro
2025-02-21T21:08:17Z,futuro presidente lula terceiro mandato logo vir quarto mandato prezo por juiz mentiroso
2025-02-15T23:21:13Z,impressionante como todo aqui chamar lula ladrão patrimônio de o cara não chegar nem metade de o imóvel comprar dinheiro vivo por o bolsonaro dá-me nojo de esse ignorância político de esse intelectual de o whatsapp
2025-02-18T01:13:00Z,esse acusação refutar
2025-01-05T20:43:23Z,corrupção em o governor lula mais ele muito bom quê bolssonaro
2025-01-08T01:10:03Z,trágico
2024-12-23T11:14:38Z,bafo pitu aroma pessoa que maduro mal mas não
2024-12-22T01:09:09Z,boa noite luiz inácio lula de o silva lula mandar esse inelegível catar latinha
2024-12-08T00:36:17Z,mais bolsonario em o
2024-10-10T21:29:31Z,lula bom presidente que brasil grande presente
2024-10-11T06:06:50Z,viva lula idolatrar
2024-09-09T16:44:54Z,luuula deiiiiixar meeeeetirrr kkkkkkkkkkkkkkkkkk
2024-08-10T08:05:21Z,brasil temr nojo deste l4dr4o descondenado presidiario
2024-08-10T08:02:48Z,mito lider mundial honesto
2024-08-10T08:02:10Z,valia para direita estas leis lvl4dr40 roubando vontade guebrando petrobrz brasil novamente
2024-07-22T11:13:38Z,lula tanto dormir barraco comer pouco mandar embora emprego
2024-07-22T11:11:53Z,por isso tanto pobreza lula porqe
2024-06-05T05:40:52Z,lula ladr
2024-05-11T00:55:18Z,que saudades
2024-04-26T01:51:13Z,lula tão mentiroso que ele críticar condenar mentira de o citação falso número que ele mesmo flagrar confessar que ele mentir sobre número reuniões globais
2024-04-15T14:42:21Z,vídeo antigo mas tão atual lule 2024 assumiar domínio sobre petrobras petrolão correr solto novamente
2024-04-05T13:47:31Z,falou tudo que ele errar
2024-01-24T02:21:50Z,levar rio francisco para nordeste projeto de o pedro executar em o governo lula
2024-01-10T20:53:14Z,tomar em o centro de o caju bolsonaro nunca mais
2024-01-10T20:52:36Z,presidente de o brasil lula show bola galerar
2023-12-31T23:12:48Z,entao preciso prender novo
2023-12-31T23:09:10Z,presidente prezo muito desrrepeito mas perder eleicoe ganhar eleicoe
2023-12-30T02:46:02Z,presidente de o brasil lula show bola
2023-12-12T11:00:35Z,deixa memtir lulu
2023-12-07T18:02:28Z,borsonario perder de o lula
2023-12-06T14:10:21Z,lula bom presente de o mundo
2023-11-29T22:03:46Z,fwugw7feue7x
2023-11-25T15:04:21Z,mente lula que conheço acredito kkkkkk
2023-11-25T15:03:26Z,bossonaro presidente deus abençoe sempre
2023-12-04T13:32:05Z,presidente não presidente
2023-11-25T15:00:21Z,pergunto lula porque você pai dos pobres porque leite está caro lascou vaza lula chega tanta mentira
2023-12-16T07:12:16Z,não mas valor mais alto caixa leite chegar em o século em o governo de o bolsonaro kkkkkkkkkkk mas por conta de o inflação
2023-11-19T17:03:06Z,mito borsobosta
2023-11-17T23:27:59Z,mateus
2023-11-17T23:27:37Z,mateus
2023-11-02T16:53:46Z,velho canalha vagabur seu lição vir de o senhor dos exércitos
2023-10-30T22:41:03Z,cuem plantar colher que plantar nosso refinaria julgar punir
2023-09-27T00:20:19Z,bolsonaro em o cadeia
2023-09-26T20:05:50Z,ultimo mandato de esse 2026 segura nosso
2023-09-26T20:03:12Z,como esse lula mente
2023-09-21T22:23:14Z,bolsonaro parecer comno capitão nascimento
2023-09-13T15:21:34Z,verdadeiro guerra contra crime
2023-09-13T15:19:42Z,verdadeiro guerra contra crime
2023-09-13T15:18:47Z,combustível absurdo pernambuco não baixar etanol sem pensar em o camada ozônio governadora atual raquel lira sem limite gasto caruaru sem infraestrutura atual prefeito rodrigo pinheiro amigão de o mesmo compactuar com corrupção
2023-08-05T20:53:31Z,tanto não responder pergunta
2023-08-05T02:02:23Z,esse maior mintiroso de o mundo
2023-08-02T23:32:50Z,leftist assholes none will pay band criminals leftist assholes none will pay band criminals leftist assholes none will pay band criminals leftist asshole
2023-07-30T03:22:56Z,nao bolsonarista mas debate presidencial bolsonaro jantar lula todo kkkkk veinho lelé de o cuca
2023-07-19T18:31:11Z,ladrão
2023-07-08T12:23:57Z,bolsonaro sempre verdadeiro
2023-07-07T00:32:53Z,engraçado que todo mundo discutir sobre lula bom que bolsonaro bolsonaro bom que lula mas isso deixar eleição para bem de o país virar competição sobre passar por cima de o outro.o certo independente de o vencedor de o eleição apoiar pois esquecer que viver em o país que decisão vez apóia independente de o ganhador vcs desejar mal gosto outro desgraçar
2023-07-01T18:51:18Z,ladra serar sempre ladrão
2023-06-30T13:06:54Z,vencer
2023-06-28T19:11:27Z,esse bozo nao vergonha correpicao que ele grande corrupito calar bozo voce derrotar viva nosso querido lula presidente
2023-06-30T22:52:19Z,kkkkk
2023-07-10T00:40:10Z,olhar eleitor de o lula nem escrever
2023-08-01T12:58:25Z,​@guilhermeamaral5747exatamente
2023-08-01T12:59:01Z,analfabeto lula não construir escola em o seu cidade
2023-06-28T13:21:43Z,"fora ""nine"" mentiroso ladráo seu lugar em o cadeia"
2023-06-28T12:53:07Z,mentiroso veio ladrão
2023-06-27T16:35:13Z,mesmo pergunta sobre milícia sobre rachadinhaa
2023-06-23T18:48:18Z,luli não com nada não presente não prestar
2023-05-27T15:39:29Z,enolcxz boropdtk
2023-05-27T15:42:26Z,bopecrop lernopx
2023-05-27T15:37:46Z,enopruzxn buopec
2023-05-26T18:38:38Z,lula bander
2023-05-25T06:17:13Z,graças deus lula inocente
2023-05-11T00:07:38Z,verdade
2023-05-05T14:30:19Z,esse lula burro mais lixo
2023-05-03T13:38:00Z,lula grande ladrão não em o que roubar em o dinheiro que venuezela ladrao
2023-04-11T19:17:26Z,seu governo seu pilantra ladão safar marcar por grande governo mais corrupido de o história de o brasil seu mentiroso safar
2023-04-09T23:56:42Z,sujo de o mau lavado
2023-05-03T20:57:40Z,sim
2023-04-09T14:34:33Z,nine concertezar excelente treinamento para conseguir manipular pobre como massa manobra para sempre manter em o todo crer mais com prova contra contrário quanto mais pobre população mais inocente ignorante
2023-04-02T14:39:11Z,netflix esquecer com esse debate dois mentiroso kkkk
2023-03-25T21:02:25Z,jerusa hoje assinar documento conversar sobre referendo dombas em o ucrânia
2023-03-24T00:26:01Z,olha qiem fala
2023-03-23T22:10:45Z,bolsonaro galher
2023-03-22T04:27:43Z,não gostar bolsonaro
2023-03-20T17:25:17Z,esse ladrao que massa gado acreditar em o falácia de ele quando ouço esse vir ladrao ânsia vômito
2023-03-16T03:30:47Z,grana de o petrobrás bom desviar bom desviar bom
2023-03-12T00:30:45Z,direita nunca mais ano lula bolsonarismo acabar lixo de o história de o brasil
2023-11-16T19:20:56Z,você que esquerdar defende olhar em o venezuela
2023-02-07T22:04:18Z,lula não porque ele que roubar lula como seu filho tão rico onde ele arrumar tanto dinheiro
2023-01-20T06:00:57Z,não enter como alguém ainda defender esse velho sem dedo sem vergonha vagabur comunista
2022-12-25T13:31:17Z,lula presidente eleito campeao de o povo
2022-12-21T16:49:33Z,incrível como lula fugir de o pergunta
2024-06-16T22:26:13Z,covarde cafajeste
2025-03-24T00:16:07Z,liso
2022-12-18T23:50:58Z,vai dormir velho mentiroso bolsonaro vai voltar
2022-12-18T14:36:45Z,perdeu mané não amolar
2022-12-07T02:39:21Z,bolsonaro acusar lula de o corrupção preocupar com mais mil pessoa morto com covid
2022-12-01T12:08:42Z,com 200 bilhão de o comprar todo político justica
2022-11-29T22:16:53Z,lula argumento bolsonaro de o acusar sem número certos coitado não nem conversar lula cara como por o obama
2022-11-29T22:12:15Z,isso lula corrupção todo mas esse não chave mostrar verdade luka ganhar torcer
2022-11-28T03:55:49Z,mas desde que corja não sebe investigar
2022-11-17T16:42:13Z,menino em o primeiro turno que tar com bolsonaro passar por lula lula tar com não entendi nada juro por deus dever trocar sessão eleitoral por outro alguém trocar esse sessão
2022-11-17T00:03:56Z,que mais complicado que nação destruído por o seu valor princípio enquanto presidente jair bolsonaro quatro ano tentar equilibrar esvaziar cofre público ainda dinheiro para povo mas colocar em o bolso de o povo para gastar melhorar seu qualidade vida enquanto presidente lula deixar roubo quatro ano atrás você rico seu filho desvalorizar 2020 como parasita que esperar seu pai dinheiro herdar para mais parasitas em o vida que dinheiro que você tanto trabalhar dever de o povo agora lula presidente que agora ele dinheiro a o povo herança de o seu filho de o seu mulher senão filho de ele parasita receber herança enorme você ainda confiar em o presidente que botar até seu filho para trás como você não educar prometer que bolsonaro cumprir 600 porque nem palavra ele 700 150 para criança ano povo novamente nem isso promessa presidente que comeu cadeia
2022-11-16T18:29:17Z,seu governo marcado pelo rombo que dez seu velho bandido safado esses .akditos petistas vagabundos imorais seu ladrao bandido safado ordinario
2022-11-15T18:10:40Z,faz decepção
2022-11-03T14:56:58Z,triple assessment ajudar bom contra corrupção
2022-11-02T16:26:24Z,lola
2022-11-02T16:23:21Z,mutirão bisionaro
2022-11-02T15:27:16Z,lula isso porque ganhar eleição também quando ele ele prefeito ele ajudar algum pessoa pobre por isso que ele isso mais que ele perder oportunidade elogiar porque hoje ele ladrãar ele rouba
2022-11-02T07:36:45Z,lembro perfeitamente três ano como povo brasileiro humilhar argentino em o internet por votar novamente em o kirchnerismo agora brasil caminhar em o mesmo direção como você entender
2022-10-31T23:41:42Z,nunca esquecer de esse lenda jair messias bolsonaro obg por tudo
2022-10-31T22:23:19Z,lula ladrão
2022-10-31T21:07:18Z,parabéns presidente lula graças a o deus nosso paizão voltar para bolsonaro não nada para brasil somente risadinha piadinha quem por último bom quem em o circo ele bem divertido
2024-08-19T16:00:09Z,bom risadinha piadinha de o que roubar desviar bilhão de o acorda
2022-10-31T18:24:48Z,vitória martins pereira okok kkkkk
2022-10-31T01:46:27Z,apoio de o grande mídia de o suprema corte antibrasileiro outro tentativa assassinato assim que você quem tentar salvar brasil quem apoiar por aquele que destruí-lo
2022-10-30T23:17:33Z,volto mesmo lula
2022-10-30T23:16:46Z,com certeza lula voce presidente dinovo parabéns
2022-10-30T22:07:32Z,infelizmente mau que venezuela adeus nacionalista
2022-10-29T03:34:18Z,bolsonaro destruir lula ladrão kkkkk
2022-10-29T02:05:59Z,jesus este voltar
2022-10-29T01:59:00Z,de esse país quem estudar não esse homem candidato outro vez
2022-10-29T01:54:12Z,esse homem vergonha ele que povo brasileiro boiava chamar de o brasileiro merda esse seu comportamento velhinho precisar mais culto estudar importante nunca estudar beber turma
2022-10-29T00:50:14Z,for.pra.escolher.o.bolsonario.e.o.lula.eu.escolho.o.lula
2022-10-28T21:04:20Z,yahajgshajsgshajsfhewusfhsjsehqksfsyjagsysjscjansgsyjshtue
2022-10-28T10:23:39Z,3:51 não que lula criar simpsons taí novidade
2026-01-03T08:12:20Z,kkkkkkkk
2022-10-22T12:41:58Z,bolsonaro 2022
2022-10-22T05:01:30Z,muito pilantra por mas lula indescritível incomparável somente bobão não conseguir enxergar isso desculpa você não enxergar isso você bobão mau caráter abraços
2022-10-21T14:30:06Z,esiso
2022-10-19T23:11:50Z,razão seu governo que mais roubou
2022-10-19T23:10:48Z,oxente lulo como explicar rombo de o petrobra valor 900 bilhão em o seu governo dilma analfabeta deixa mentir lula
2022-10-19T23:08:55Z,voto
2022-10-19T23:08:16Z,lula arrodeado por bandido uma quadrilha
2022-10-19T23:07:29Z,lula cara pau mentiroso ladrão
2022-10-19T18:23:37Z,lula ladr que neh você ebander desviar em o cadeia lugar ladrao em o cadeia
2022-10-19T18:16:51Z,cara lula ganhar frito mas deus bom olhar para nós brasileiro não meu país sofrer em o mão de este senhor
2022-10-19T17:22:15Z,chorar bolsonaro não perder
2022-10-19T16:16:28Z,mais lula calar esse gado
2022-10-19T01:02:44Z,totocacaleonrdoflanego9303@rouro
2022-10-19T01:01:45Z,totocacaleonrdoflanego930@rouro
2022-10-18T21:07:11Z,lula ouvir de o nojo
2022-10-18T20:52:04Z,presidiário que povo brasileiro todo burro ignorante com tanto mentira mas ainda bem que google para pesquisar
2022-10-18T20:34:33Z,esse tal lula debochar ainda cara rir
2022-10-18T20:22:01Z,bolsonaro em o seu governo não nenhum rede mostrar tds dia desviar isso desviar aquilo quatro ano bolsonaro corrupção meu voto de o bolsonaro puder votar 1000 vez eneias carneiro não conseguir
2022-10-18T20:19:03Z,mentir lula
2022-10-18T19:43:18Z,nenhum governo melhorar brasil não existir união jesus andar dois junto não acordo
2022-10-18T19:33:50Z,boa tarde escrever prog fábio nunes
2022-10-18T15:48:26Z,bolsonaro debochar bolsonaro ele cada gargalhada odeio cada gargalhada bolsonaro debochar muito de o povo nordestino pisar menino agora como como chegar eleição pousar bonzinho para atrair eleitor quem chegar brasil sofrer pensar brasil florer com muito alegria homem de o agricultura muito feliz em o seu roçado homem de o campo que trabalhar sol mas trabalhar tranquilo porque que casa em o final de o mês salário de ele para receber lula botar pouco dinheiro em o bolsa família mas pensar pouco que ele botar para nós sobreviver agora bolsonaro que botar 600 não para nada mas para comprar gás esperança de o brasil lula
2022-10-18T14:58:30Z,voto
2022-10-18T13:21:14Z,velho cachaceiror
2022-10-18T10:59:00Z,pesquisar que lula povo verar verdade dado bater com que ele láber
2022-10-18T10:54:58Z,1:40 kkk claro que frente mesmo para vista grosso para extra
2022-10-17T23:26:02Z,nossa nosso mídia pico vídeo tudo por segundo intenção mídia nosso são podre em o cabeça
2022-10-17T22:24:22Z,altino mais tudo bes lula bom lide muito bom tudo muito bem todo bem deus todo
2022-10-17T17:22:47Z,bolsonaro
2022-10-17T15:55:32Z,mentiroso pena que chicongonha zico viro deixar muito sem cerebro em o brazil
2022-10-17T15:24:48Z,esse lula mais sujo que pau galinheiro
2022-10-17T14:29:27Z,verdade meu presidente top lula nosso presidente
2022-10-17T13:23:25Z,parabéns lula
2022-10-17T13:23:02Z,verdade
2022-10-17T12:11:06Z,lula tão bom brasil não em este situação crise
2022-10-17T12:04:45Z,responde pergunta ladrao
2022-10-17T12:04:00Z,lulaladrao nao responder tipo ouco pobre muito rico
2022-10-17T06:43:48Z,quando comunista ex-presidiário homicida de o que governo de ele ele dever lembrar que mais que obrigação aliás eleger contratar por o povo isso que nós que marcado último obra que não justificar primeiro escândalo crime corrupção sem em o lista pessoa que eles matar
2022-10-17T06:18:32Z,bolsonaro até enganar algum mas não enganar todo bolsonaro zombar de o povo enquanto povo agonizar em um hospital cova aberto a o monte ele piado ele dissimular até vender nosso praia bolsonaro comprar voto de o neymar perdoar dívida tributário milhão tudo com dinheiro público ainda sigilo absoluto 100 ano muito cara pau
2022-10-17T05:24:48Z,votar em o lula
2022-10-17T04:20:19Z,quem votar em o bandido de o lula bander também pois ajudar lula roubar brasil novo destruir nosso cultura
2022-10-17T03:17:18Z,lula ladr
2022-10-17T02:51:40Z,lula ladrao
2022-10-17T02:41:20Z,tanto lei mais não investigar ninguém tanto que ele descobrir corrupção quanto investiga kkkk
2022-10-17T02:30:00Z,lula ladrão
2022-10-17T02:09:15Z,votemos com sabedoria nome jesus por o liberdade por o vida
2022-10-17T02:05:04Z,bolsonaro
2022-10-17T01:40:36Z,este vagabur mente maís
2022-10-17T01:40:19Z,lula piada voltar cena de o crime farra continuar visível que bolsonaro mais preparar governar não mesmo destino que pobre venezuela amigo de o lula matar pessoa fome cara cerveja churrasco hipócrita não enxergar verdade quem não nojento cinismo
2022-10-17T01:34:55Z,lula cínico mal caráter dissimular mente boga cente
2022-10-17T01:24:15Z,"faz l""de lula ladrão.bolsonaro"
2022-10-17T01:21:39Z,repreender cruz redo saudade de o que você deixar seu larapio
2022-10-17T01:17:12Z,bolsonaro reeleito lula em o cadeia
2022-10-17T01:16:25Z,rapaz expresidiario responder sobre corrupção piar em o band
2022-10-17T01:14:56Z,incrível mentira de o bolsonaro insulto a o inteligência de o povo brasileiro precisamos sair de esse desastre governo atual
2022-10-17T01:11:33Z,meus deus enoja cara pau de o lula como alguém acreditar em isso
2022-10-17T01:06:40Z,lula mente compulsivamente
2022-10-17T01:06:05Z,tempo transição chegar todo despertar oportunidade sair de esse doutrina de o de o controle oculto
2022-10-17T01:05:42Z,que deus abençoe nosso brasil
2022-10-17T01:08:18Z,band este parabéns
2022-10-17T01:00:29Z,você de o bande bolsonaro porque dois ovender ambos parte
2022-10-17T00:59:15Z,não pedido resposta de o bolsonaro em o consideração final de o lularapio bolsonaro merecer direito resposta band outro lixoooo
2022-10-17T00:59:10Z,esse 600 real até dezembro em o ano que vir em o governo de o bolsonaro 400
2022-10-17T00:58:58Z,governo de o lula roubalheiro com dinhero em o cuecar muito prender ingrusivi ele
2022-10-17T00:57:39Z,band nojentar lar
2022-10-17T00:56:55Z,bolsonaro reeleger
2022-10-17T00:56:23Z,empresa descobrir que pessoa que elegeu permitir frade individamento caixar ele mesmo cargo novamente este não representar vergonha que votar entre cantidato ladrão para presidente
2022-10-17T00:54:39Z,jair representar 2️⃣2️⃣
2022-10-17T00:53:31Z,além mairone ladrao de o mundo também grande mentiroso
2022-10-17T00:53:25Z,presidente patrolar ladrão depender de $2e ganhar milhar voto
2022-10-17T00:53:17Z,propósito sobre saúde sobre emprego dinheiro de o saúde que cortar remédio de esse proposta porque que tão cortar direito de o pessoa de o sus
2022-10-17T00:53:16Z,vergonha não direito resposta para bolsonaro esse hora esclarecer todo esse mentira por o lula galerar censura
2022-10-17T00:52:22Z,mesmo
2022-10-17T00:55:13Z,governo lula foii mais corupito de o mundo seu governo quê com dinheiro em o cuecar
2022-10-17T00:51:42Z,parabéns band
2022-10-17T00:51:36Z,negar direito resposta presidente bolsonaro eles tudo mesmo laia lula lalar
2022-10-17T00:50:58Z,esse candidato lula muito cara pau
2022-10-17T00:49:07Z,que corrupto responder sobre corrupção
2022-10-17T00:47:04Z,que nós esperar em um presidente proposta não briga discussão você de o melissa você roubar você ladrão nós não precisar não de isso não nós propósito melhoria para nosso povo para nosso país para nosso brasil
2022-10-17T00:47:00Z,lula presidente
2022-10-17T00:46:45Z,lula muito mentira 2002 2010 lembrar
2022-10-17T00:45:36Z,você vergonha não quem roubar quem prender quem de o meleca quem candomblér de o proposta para melhorar meu pai de o desemprego de o fome chegar descepiçao meu povo parece dois menino descotir religião
2022-10-17T00:41:47Z,mau tudo pilantra concorrer presidencia depois que pais adentrar em o eixo ele que novamente acabar com tudo
2022-10-17T00:40:10Z,esse pilantra assunto corrupção ele desciar atenção com mais mentira piada
2022-10-17T00:39:56Z,muito com indecisão
2022-10-17T00:39:22Z,esse debate não 16/10
2022-10-17T00:37:53Z,povo brasileiro divertir com esse debate bolsonaro não aguentar segurar prá não ataque riso graça tempo todo com tanto mentira de o ladrão
2022-10-17T00:37:29Z,lula ladrão seu lugar em o prisão
2022-10-17T00:36:36Z,como este ladrao mente luissssss larápio consumar crer que muito brasileiros conseguir enxergar chefe quadrilha não mais participar de o política brasileiro com certeza novo venezuela
2022-10-17T00:36:05Z,mais corrupto que você bolsonaro difícil encontrar ainda mais com seu sigilo 100 ano
2022-10-17T00:35:06Z,realizações governo bolsonaro ajudou pastor desviar dinheiro de o mec responsável por o morte por covid-19 mais 680 mil pessoa determinou sigilo de o cartão corporativo por 100 ano aumentar inflação apoiar milícia que atuar em o rio janeiro permitiu que seu subordinado traficar cocaína em o avião presidencial obteve recorde em o importação mercadoria bem consumo ajudar seu filho em o compra imóvel pagar com dinheiro vivo proveniente rachadinha empregou milhar militar muito receber mais cem mil real por mês tirou direito trabalhista de o servidor federal permitiu aumento absurdo de o preço combustível gás cozinha aumento estratosférico fez voltar inflação criar projeto casa verde amarela que não entregar único casa popular fez brasil voltar a o mapa de o fome fez de o brasil país isolar em o mundo mente a o que transposição de o rio são francisco foi contra bolsa família mas aprovar valor 600 real somente por causa de o eleição não distribuir único cisterno caixa d'água para nordestino acabar com indústria cinegráfico brasileiro incentiva invasão de o terra indígeno abandonou rodovia federal paralisou construção de o ferrovia incentiva garimpo ilegal acabar com incentivo a o cultura piorou índice de o educação incentiva desmatamento de o amazônia permite pesca ilegal não combater corrupção a o contrário pratico abertamente não continuidade a o obra começar em o governo anterior não fiscalizar nosso fronteira aliar a o centrão destinar milhão real para comprar deputado continua desrespeitar mulher misógino deu mais 100 mil título terra para fazendeiro empresário em o mato grosso privatização estatal a o preço banana construção ponte madeira metro em o valor mil real gastou mais milhão para inaugurar ponte madeira que custar mil inaugurou duplicação em o 101 em o estado de o bahia de o grande taxa juro de o história de o brasil gastos altíssir com cartão corporativo durante seu féria continua com pensão vitalício para filho de o militar comprar vacina contra covid -19 com preço superfaturar apoiar manifestação contra stf escondeu falcatrua debaixo de o sigilo cem ano usa nome deus igreja evangélico para enganar povo prega ódio morte seu opositor favor estado pequeno com pouco interferência de o estado em o vida de o povo permite que indústria aumente preço diminuar gramatura cortar verba de o universidade instituto técnico federal defensor de o família mas casar diversos vez além adultéro confesso apresentar como patriota mas entregar amazônia para exploração de o estados unidos desestruturou petrobrás pois incentivar importação combustível faz brasileiro passar vergonha todo país de o mundo transformou forças armadas órgão político persegue movimento social a o liberar compra arma acabar beneficiar milícia quadrilha ninguém para onde dinheiro de o brasil aplicar com seu jeito tosco não convidar para nenhum reunião com líder mundial
2022-10-17T00:32:30Z,de o asezauqe diseza bolsonaru nau cegu
2022-10-17T00:31:46Z,bolsonaro bom presidente de o mundo nulcia lima caruaru pernambuco
2022-10-17T00:31:40Z,comperj itaboraí mato capimr não existir mas nada funcionar bilhão gastar com currupto lula de o brasil
2022-10-17T00:31:03Z,foralula
2022-10-17T00:31:02Z,lula entregar cachaça
2022-10-17T00:29:52Z,bom noite família amigo junto presidente jair messio bolsonaro com orgulho com amor brasil acordar
2022-10-17T00:29:32Z,aperta lulaeorientadu isu decoradu abisedadu
2022-10-17T00:20:02Z,lula bolsonario
2022-10-17T00:19:42Z,mentiroso lul4l4dr4o
2022-10-17T00:18:19Z,lula mentir
2022-10-17T00:16:39Z,cadê lul resposta de o petrolão
2022-10-17T00:14:31Z,deus abençoe nosso nação não governar por presidiário bolsonaro reeleger vote tarcísio governador vote
2022-10-17T00:12:43Z,bolsonaro reeleger 2022 vote tarcísio governador vote
2022-10-17T00:11:14Z,de o nojo ouvir lula
2022-10-17T00:10:33Z,lula malandro estampar em o cara de ele
2022-10-17T00:10:01Z,voce mentiroso lula ladrao
2022-10-17T00:09:23Z,meu família nordestino votar
2022-10-17T00:09:19Z,esse luladrão jeito que quase convencer mas verdade totalmente contrário ele mente muito bem isto declarar por ele mesmo vários vídeo vergonha descondenado
2022-10-17T00:09:00Z,bolsonaro bom presidente
2022-10-17T00:07:52Z,bora22
2022-10-17T00:07:45Z,não preciso debate escolher bom presidente para brasil bolsonaro reeleito 2️⃣2️⃣ não regime cubano para nosso país fora pinguço asqueroso povo acordar
2022-10-17T00:07:25Z,lula tar junto joao pessoo meu familha lula 1313
2022-10-17T00:07:23Z,bolsonaro absoluto claro verdadeiro
2022-10-17T00:07:21Z,lula descarar fugiu de o pergunta de o mensalão
2022-10-17T00:07:21Z,tamos junto bolsonaro
2022-10-17T00:06:27Z,lula
2022-10-17T00:06:11Z,bolsonaro
2022-10-17T00:06:10Z,podre presidiário que comandar grande esquema corrupção candidato presidente desonra pessoa honesto que trabalhar duro seu sustento partir de o treva lula seu presente par algema
2022-10-17T00:06:04Z,gostar assistir debate mas não consigir escutar falastrão ladrãar meu ouvido não aguentar demais que aguentar esse pulha
2022-10-17T00:06:03Z,tar junto lula
2022-10-17T00:05:55Z,luladrao descarar
2022-10-17T00:05:49Z,junto com bolsonaro
2022-10-17T00:05:40Z,lavação roupa sujo sempre país desgovernado precisamos cuidado pobre gritar por socorro
2022-10-17T00:05:06Z,lula
2022-10-17T00:03:22Z,uiuiui bolsonario
2022-10-17T00:02:20Z,força capitão deus contigo este ladrão por causa de o seu cúmplice de o stf foi condenado três instâncias judiciais vários delator prova farta surreal que este repugnante concorrer a o presidência de o brasil que justiça divina desça com sobre este pessoa que trabalhar para destruir nosso país seu povo
2022-10-17T00:04:11Z,bolsonaro
2022-10-17T00:02:03Z,lula ladr
2022-10-17T00:00:41Z,band bom apoiar bolsonaro
2022-10-17T00:00:24Z,bandeirantes por favor trater bem esse homem honesto bolsonaro
2022-10-16T23:59:52Z,deus abençoe band
2022-10-16T23:57:34Z,nordestino meu voto de o meu família bolsonaro presidente não voto nunca em esse lula em esse quadrilha que roubar país inteiro investigar julgar condenar fiquei muito triste grande órgão justiça de o país soltár ele permitir que candidato isso vergonha
2022-10-16T23:57:26Z,suprema corte vergonha defender candidato de o a o governo de o estadoq encontrar dinheiro vivo em o carro
2022-10-16T23:56:35Z,lula ladr vagabur nunca mais
2022-10-16T23:55:21Z,como bolsonaro privatizar empresa onde seu grande acionista filho de o chefão
2022-10-16T23:55:17Z,em o bate em o cara de o ladrão não
2022-10-16T23:55:09Z,esse lula muito prática mentir por que ele não como filho de ele todo rico fez tanto faculdade não nem filho formar
2022-10-16T23:48:10Z,bosonaro deus abençoe capitão
2022-10-16T23:47:26Z,incrível como lula menti acreditar em o próprio mentira próprio boi piranha não mesmo acreditar em o cúpula que atrás de ele
2022-10-16T23:45:48Z,lula ladrão lugar ladrão em o cadeia
2022-10-16T23:45:44Z,este lula não cansar escroto nem mais assistir este absurdo velho bêbado ladrão inventar mente
